time,总长,ID,实际长度,和校验
2025-03-09 05:30:19.747000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-09 05:30:21.619000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-09 05:30:23.642000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-09 17:30:31.965000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-09 17:30:33.906000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-09 17:30:35.926000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 05:30:44.298000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 05:30:46.208000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 05:30:48.208000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 17:30:56.592000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 17:30:58.534000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-10 17:31:00.554000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-11 05:31:08.939000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-11 05:31:10.821000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-11 05:31:12.836000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x20,0x41,0x0c,","0x01,0x90,",0x19
2025-03-11 07:33:41.699000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-11 07:33:43.717000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-11 07:33:45.729000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-11 19:33:54.155000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-11 19:33:55.994000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-11 19:33:57.994000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
2025-03-12 01:30:47.229000+00:00,"0x30,0x31","0x32,0x33,0x34,0x35,0x36,0x37,0x38,0x39,0x31,0x32,","0x33,0x34,",0x35
