time,总长,ID,实际长度,和校验
2025-03-09 05:32:48.161000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-09 05:32:50.070000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-09 05:32:52.099000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-09 17:33:00.554000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-09 17:33:02.447000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-09 17:33:04.427000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 05:33:12.868000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 05:33:14.721000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 05:33:16.725000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 17:33:25.165000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 17:33:27.069000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-10 17:33:29.070000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 05:33:37.506000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 05:33:39.414000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 05:33:41.415000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 17:33:49.771000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 17:33:51.687000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-11 17:33:53.698000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 05:34:02.115000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 05:34:03.959000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 05:34:05.958000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 17:34:14.409000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 17:34:16.232000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-12 17:34:18.257000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-13 05:34:26.679000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-13 05:34:28.505000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
2025-03-13 05:34:30.511000+00:00,"0x01,0x90","0x78,0x69,0x90,0x01,0x00,0x00,0x18,0x14,0x41,0x0c,","0x01,0x90,",0xd
